,tissue,histology,gender,PHA-665752,Irinotecan,17-AAG,TAE684,TKI258,PD-0332991,PLX4720,ZD-6474,Nutlin-3,Sorafenib,L-685458,Erlotinib,Lapatinib,PD-0325901,PF2341066,AEW541,Nilotinib,Topotecan,LBW242,AZD0530,Panobinostat,Paclitaxel,RAF265,AZD6244
DB,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
DBTRG05MG,central_nervous_system,glioma,F',8.0,0.08504415300000001,0.276005715,3.7816574569999997,8.0,8.0,2.652912855,8.0,8.0,5.066503525,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.36508461799999997,8.0,8.0,0.139800549,0.021760647999999997,0.286468297,0.329752356
DEL,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',1.974251866,0.011414592,0.035145033,0.009624531,4.284779549,2.08740592,8.0,8.0,8.0,4.307482243,0.210746808,8.0,6.89677763,8.0,0.205509141,5.428296566,6.26444149,0.018882528,8.0,3.8337152000000003,0.016950892,0.0025,0.389995694,8.0
DETROIT562,upper_aerodigestive_tract,carcinoma,F',8.0,,0.238989621,8.0,8.0,3.174485207,8.0,3.115353346,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.941049814,8.0,2.906109095,0.095216811,0.013300325,6.785070896000001,8.0
DFCI024,lung,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
DKMG,central_nervous_system,glioma,F',8.0,0.584982872,0.319927543,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.879144669,8.0,8.0,0.09311076300000001,0.019846439,8.0,8.0
DLD1,large_intestine,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
DM3,pleura,mesothelioma,M',,,,,,,,,,,,,,,,,,,,,,,,
DMS114,lung,carcinoma,M',8.0,,0.695213139,0.894316435,5.063468933,8.0,8.0,8.0,8.0,7.832852364,7.263668537,8.0,8.0,8.0,6.143882275,0.851508498,6.058652401,0.16582998599999998,8.0,8.0,0.049470447,0.005783329,3.5144624710000003,8.0
DMS153,lung,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
DMS273,lung,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
DMS454,lung,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
DMS53,lung,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
DMS79,lung,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
DND41,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
DOHH2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',2.651649952,0.094600096,0.409685045,0.768781009,0.840331279,4.0482343819999995,8.0,3.839450158,2.5956695080000003,0.066550392,0.623895738,8.0,1.706622675,8.0,8.0,1.220665687,8.0,0.25928551,8.0,8.0,0.014362828999999999,0.002542614,1.142137165,8.0
DU145,prostate,carcinoma,M',8.0,0.198496774,0.044969237999999995,2.689102173,2.803456783,8.0,8.0,2.646766186,8.0,8.0,8.0,5.400847912000001,8.0,8.0,7.105298996,6.68214941,8.0,0.410396844,8.0,3.451913357,0.024278018999999998,0.00808272,0.306863368,8.0
DU4475,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
DV90,lung,carcinoma,M',8.0,,0.120939881,1.319583046,8.0,,8.0,5.450690746,8.0,8.0,8.0,8.0,8.0,0.06553426400000001,8.0,8.0,,0.200362504,0.076898805,8.0,0.042865414000000004,0.00758911,,1.040045857
EB1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',8.0,,0.812782228,8.0,8.0,8.0,8.0,1.4705892090000001,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.315917939,8.0,3.892225504,0.211199626,0.012966044,1.369006345,8.0
EB2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',8.0,,1.7561113830000001,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.144005239,8.0,8.0,0.29121145600000004,0.018220019,8.0,8.0
EBC1,lung,carcinoma,M',0.27125594,0.124000698,0.018749278,2.244243145,8.0,8.0,8.0,4.082502842,8.0,8.0,8.0,8.0,6.37237215,0.045943316,0.039122928,5.164176464,8.0,0.0932668,8.0,4.773197651,0.04450193400000001,0.0025,8.0,0.73845458
ECC10,stomach,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
ECC12,stomach,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
ECGI10,oesophagus,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
EFE184,endometrium,carcinoma,F',8.0,0.910060167,0.38738161299999996,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.294300079,8.0,2.867263794,0.144777134,8.0,6.336449622999999,8.0
EFM19,breast,carcinoma,F',7.446472168,0.922290325,0.058103666,8.0,8.0,8.0,8.0,4.354252338,8.0,8.0,8.0,8.0,8.0,8.0,7.653485775,8.0,8.0,1.288745522,0.328014374,5.352694511,0.028204657,0.009098331,2.197538853,8.0
EFM192A,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
EFO21,ovary,carcinoma,F',8.0,0.714112222,0.288561821,1.4741550680000002,8.0,8.0,8.0,2.893858194,8.0,4.917966366,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.552219272,8.0,8.0,0.168179944,0.030291224,1.678150773,8.0
EFO27,ovary,carcinoma,F',8.0,0.519779325,0.366359919,8.0,8.0,8.0,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.11445117,8.0,1.616785765,0.020420121,0.020698361000000002,0.5252373810000001,8.0
EHEB,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',,,,,,,,,,,,,,,,,,,,,,,,
EJM,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',,,,,,,,,,,,,,,,,,,,,,,,
EM2,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,F',6.589995384,0.04779857,0.130336672,1.351062655,2.9323430060000004,1.934057355,8.0,0.994775355,8.0,2.9486498830000003,0.35163519600000004,8.0,8.0,0.034289107,0.769372761,8.0,0.007538102,0.044002295,8.0,0.209947765,0.016013557,0.002542614,0.514338434,0.38364476
EN,endometrium,carcinoma,F',8.0,4.784356117,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.067769207,0.00999075,8.0,8.0
EOL1,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
EPLC272H,lung,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
ES2,ovary,carcinoma,F',8.0,,0.69963789,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.131824732,8.0,8.0,,0.07795731,8.0,8.0,0.043410122,0.024387915,1.106144905,0.634661794
ESS1,endometrium,carcinoma,F',8.0,,0.11770121,2.685304403,1.98568821,,8.0,8.0,8.0,8.0,,8.0,4.373962402,8.0,8.0,3.300646305,,0.012411577,0.100374572,8.0,0.049688272,0.007594008,,8.0
EVSAT,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
EW8,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NA',,,,,,,,,,,,,,,,,,,,,,,,
EWS502,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NA',,,,,,,,,,,,,,,,,,,,,,,,
F36P,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,M',8.0,0.559227943,0.435421079,0.419441044,0.948935509,8.0,8.0,8.0,8.0,0.246048254,0.21349495300000002,8.0,8.0,0.101642273,3.150969982,0.306566536,6.25021553,2.810830593,6.849055767,8.0,0.003999026,0.0025,0.082872331,0.116800621
F5,central_nervous_system,meningioma,NA',,,,,,,,,,,,,,,,,,,,,,,,
FADU,upper_aerodigestive_tract,carcinoma,M',8.0,,0.019284135,5.832924843,3.072814226,8.0,8.0,1.449944139,8.0,8.0,8.0,1.6406797169999998,0.8230727309999999,2.0661268230000003,8.0,8.0,5.612988949,0.28573432600000004,8.0,2.281471968,0.073913984,0.007714884,1.42867434,8.0
FTC133,thyroid,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
FTC238,thyroid,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
FU97,stomach,carcinoma,F',8.0,,0.062858187,2.849743128,1.5334478619999998,,8.0,2.124544621,8.0,8.0,8.0,8.0,8.0,0.362124264,8.0,3.990180492,,3.706771612,8.0,4.634256363,0.020322172,0.013990878,1.539584875,4.365504265
FUOV1,ovary,carcinoma,F',8.0,0.31390067899999996,0.37322196399999996,2.28670001,8.0,8.0,8.0,2.4129014019999997,8.0,5.110904693999999,8.0,8.0,8.0,3.074702978,8.0,1.314902544,8.0,2.9435811039999997,8.0,8.0,0.040870681,0.00867361,3.8396680360000004,8.0
G292CLONEA141B1,bone,osteosarcoma,F',,,,,,,,,,,,,,,,,,,,,,,,
G361,skin,malignant_melanoma,M',5.691830157999999,0.222893253,0.089309976,4.944403648,2.60417676,8.0,1.286707997,5.999411583,8.0,4.969456196,8.0,4.410532475,3.0477571489999997,0.024077827000000003,4.238430023,3.611555099,8.0,0.447601497,8.0,6.914599895,0.021113275,0.005752318,0.565265238,0.419003129
G401,soft_tissue,rhabdoid_tumour,M',8.0,0.084212132,0.08547899099999999,1.4727290869999998,2.468691587,8.0,8.0,5.849075794,5.311493397,3.704551458,6.945045471,8.0,8.0,2.883607388,7.282438755,1.4112241269999999,8.0,0.18110247,8.0,8.0,0.013002746,0.005486321,1.351166487,8.0
G402,soft_tissue,rhabdoid_tumour,F',8.0,,0.073431857,8.0,2.270528316,,8.0,7.075237274,8.0,1.491993666,8.0,8.0,8.0,8.0,7.053857803,8.0,,0.06802369700000001,8.0,3.6499836439999997,0.11156910699999999,0.0031202929999999997,1.357991695,8.0
GA10,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
GAMG,central_nervous_system,glioma,F',8.0,,0.10914997800000001,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,2.9343707560000003,8.0,8.0,0.139264673,0.017000178,,8.0
GB1,central_nervous_system,glioma,M',8.0,0.07863687700000001,0.768663943,2.040796757,2.543409586,8.0,4.628991127,8.0,8.0,6.686256886000001,8.0,8.0,8.0,1.90375483,4.514036179,8.0,8.0,0.039856937,8.0,8.0,0.097134456,0.042211305,0.289774537,8.0
GCIY,stomach,carcinoma,F',8.0,,0.793316543,2.9158577919999997,8.0,8.0,8.0,2.399262428,8.0,8.0,8.0,8.0,7.2554159160000005,5.583405495,8.0,8.0,6.325265883999999,0.762559891,8.0,1.768510461,0.06559570099999999,0.039213784,6.792892456000001,8.0
GCT,soft_tissue,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,M',8.0,0.050006822,0.33054861399999996,1.617829323,4.397069931,4.080997944,5.271176815,8.0,8.0,8.0,7.920577048999999,8.0,4.213954926,8.0,4.691992283,3.9944121839999998,8.0,0.057794767999999996,1.114502549,8.0,0.063522145,0.002946121,0.32586982800000003,8.0
GDM1,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,F',,,,,,,,,,,,,,,,,,,,,,,,
GI1,central_nervous_system,glioma,M',8.0,,0.198652357,3.301204205,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,1.793213606,8.0,8.0,0.056552041,0.01261146,,8.0
GMS10,central_nervous_system,glioma,M',8.0,2.797261953,0.245301753,6.281594752999999,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.470766544,8.0,8.0,0.205300882,0.010238566999999999,5.228353977,8.0
GOS3,central_nervous_system,glioma,M',,,,,,,,,,,,,,,,,,,,,,,,
GP2D,large_intestine,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
GRANTA519,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,F',8.0,0.030715285,0.010983705,0.91481179,3.403418779,2.531948328,8.0,8.0,8.0,8.0,0.084487304,8.0,8.0,8.0,4.31927681,8.0,0.37920682200000005,0.050527275,8.0,8.0,0.032222785,0.002542614,8.0,8.0
GRM,skin,malignant_melanoma,M',,,,,,,,,,,,,,,,,,,,,,,,
GSS,stomach,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
GSU,stomach,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
H4,central_nervous_system,glioma,M',8.0,,0.150771588,2.5502169130000003,2.566014528,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0496478080000005,8.0,7.6303591729999996,0.510983527,8.0,8.0,0.069325484,0.036614265,8.0,8.0
HARA,lung,carcinoma,M',8.0,,0.212432846,3.3120744230000003,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,6.656740665,5.792830943999999,8.0,8.0,,0.35609477799999995,8.0,8.0,0.13343222400000002,0.007821566,2.832459927,8.0
HCC1143,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC1171,lung,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HCC1187,breast,carcinoma,F',8.0,,1.531470418,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.6436753270000001,8.0,8.0,8.0,8.0,8.0,8.0,6.199724674,8.0,8.0,0.103851922,0.009626306,7.012154579,8.0
HCC1195,lung,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HCC1359,lung,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC1395,breast,carcinoma,F',8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,0.539499223,0.011294067,,8.0
HCC1419,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC1428,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC1438,lung,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HCC15,lung,carcinoma,M',8.0,,0.038541321,3.222835064,7.708233356,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.735330224,2.76161027,8.0,0.043119020999999993,0.007085040999999999,5.655051231,8.0
HCC1500,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC1569,breast,carcinoma,F',8.0,0.723442316,0.201155081,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.643163681,8.0,8.0,0.25102365,8.0,8.0,8.0
HCC1588,lung,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC1599,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC1806,breast,carcinoma,F',8.0,,0.06748455,2.626514673,5.255249023,8.0,8.0,2.6792883869999997,8.0,8.0,8.0,2.15597558,4.378564953,8.0,4.892572403,7.206761837,7.519812583999999,0.069536671,8.0,0.794987917,0.054945543,0.002996833,1.0853904490000001,8.0
HCC1833,lung,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
HCC1897,lung,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
HCC1937,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC1954,breast,carcinoma,F',8.0,,0.048323501,7.747289658,8.0,2.50906539,8.0,2.759405375,8.0,8.0,8.0,5.570298195,1.457828045,8.0,8.0,7.284452438,5.009234905,2.357321501,8.0,1.9404258730000001,0.091688529,0.010001038,4.060050011,8.0
HCC202,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC2108,lung,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HCC2157,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC2218,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC2279,lung,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC2814,lung,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
HCC2935,lung,carcinoma,M',8.0,1.3826199769999998,0.018270468,3.912908316,8.0,8.0,8.0,0.19467669699999998,8.0,8.0,8.0,0.280773968,1.239923596,8.0,8.0,8.0,8.0,2.090069056,8.0,1.065598249,0.116596252,8.0,8.0,8.0
HCC33,lung,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HCC364,lung,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
HCC366,lung,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC38,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HCC4006,lung,carcinoma,M',8.0,0.572342813,0.044439085,3.425027609,8.0,8.0,8.0,0.43906831700000004,8.0,8.0,8.0,0.124252401,1.8548811669999998,3.165573597,8.0,8.0,7.44418478,3.726411819,8.0,0.974881709,0.080013834,0.004447281,2.484289169,8.0
HCC44,lung,carcinoma,F',8.0,,0.065585621,5.976231575,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.420663357,8.0,6.621147633,,1.264467955,1.4862062930000002,8.0,0.068865888,0.011513388000000001,3.138940334,8.0
HCC56,large_intestine,carcinoma,NA',8.0,1.125410199,,6.227405547999999,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,0.010615913000000001,8.0,8.0,8.0,2.9869456289999996,8.0,8.0,0.05461818400000001,0.147854075,8.0,0.14120781400000001
HCC70,breast,carcinoma,F',8.0,0.07539100900000001,0.065257996,6.094072261,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.363319874,1.253405809,8.0,8.0,8.0,0.068039373,8.0,8.0,0.067174263,0.0049604670000000005,6.826366901,8.0
HCC78,lung,carcinoma,M',8.0,,0.80337292,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.137572125,8.0,8.0,0.09638827300000001,0.052693762000000005,8.0,8.0
HCC827,lung,carcinoma,F',8.0,,0.18870239,0.036157422,8.0,,8.0,0.317406476,8.0,8.0,8.0,0.038917925,0.372133989,8.0,8.0,4.255412993999999,,3.6605963710000005,8.0,0.423982233,0.10957501800000001,0.011236095,,8.0
HCC827GR5,lung,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
HCC95,lung,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HCT116,large_intestine,carcinoma,M',8.0,0.276744455,0.20298965300000002,4.750010014,7.1257390979999995,8.0,8.0,8.0,8.0,6.208874226,8.0,8.0,8.0,0.202401146,7.049741267999999,8.0,8.0,0.20115818100000002,8.0,8.0,0.040369619,0.004276503,1.833464026,0.518957612
HCT15,large_intestine,carcinoma,M',8.0,0.26266107,0.592416525,5.418049335,4.28063488,8.0,8.0,8.0,8.0,7.161734104,8.0,8.0,4.6668329239999995,8.0,8.0,4.63055563,6.4962177279999995,0.40251725899999996,8.0,5.243636608,0.22428430600000002,0.28427639600000004,0.599751115,8.0
HCT8,large_intestine,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HDLM2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
HDMYZ,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,NA',8.0,,0.1518711,2.796273947,2.685056925,,6.105682373,8.0,8.0,7.934947491,,4.557374477,7.012477875,0.022050716,4.283397675,4.04467392,,0.028245414,8.0,8.0,0.075853355,0.0025,,0.31255340600000003
HDQP1,breast,carcinoma,F',8.0,0.174632937,0.122433454,0.60489908,8.0,6.033266816,8.0,2.021017075,8.0,8.0,8.0,8.0,3.104604244,5.7381844520000005,8.0,7.002896786,0.125851952,0.19878056600000002,8.0,0.906933963,0.042588428,0.002542614,8.0,8.0
HEC108,endometrium,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HEC151,endometrium,carcinoma,F',8.0,0.32243889600000003,0.182358727,1.77215457,3.559450388,8.0,8.0,1.85359931,8.0,7.363659382000001,8.0,8.0,8.0,0.08198344,8.0,8.0,7.333292961000001,0.22309193,8.0,1.354741335,0.023647482,0.0039097920000000005,0.339518785,0.881319225
HEC1A,endometrium,carcinoma,F',8.0,,0.15503212800000002,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.9685568810000005,1.210060835,8.0,7.070782185,0.046715498,0.006034548000000001,2.656991482,8.0
HEC1B,endometrium,carcinoma,F',8.0,5.365125179,0.061065979000000006,3.2210700130000003,8.0,4.964954376000001,8.0,0.49846234899999997,8.0,0.30542944,8.0,8.0,8.0,8.0,5.00846529,7.18392086,4.339510496,0.844642818,8.0,0.35326159,0.03249719,0.022165507,8.0,8.0
HEC251,endometrium,carcinoma,F',8.0,2.345185518,0.90558356,3.6158294680000003,3.725782156,8.0,8.0,5.546049117999999,8.0,8.0,7.362414837,8.0,8.0,8.0,8.0,8.0,8.0,2.128628016,8.0,5.684926987000001,0.106390342,0.010395308,0.953919411,8.0
HEC265,endometrium,carcinoma,F',8.0,0.312169522,0.044854023,8.0,6.69242239,8.0,8.0,8.0,8.0,7.848872185,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.40937677,8.0,8.0,0.063401259,0.00400007,0.601892412,8.0
HEC50B,endometrium,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HEC59,endometrium,carcinoma,F',8.0,0.121810623,0.236760587,2.7478992939999998,8.0,8.0,8.0,8.0,8.0,4.897384644,2.9739425180000003,8.0,8.0,8.0,5.813066482999999,8.0,8.0,0.11832302800000001,8.0,8.0,0.067119598,0.002542614,0.591289163,8.0
HEC6,endometrium,carcinoma,F',8.0,0.5071956120000001,0.5614919070000001,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0398875530000002,0.837716639,8.0,8.0,0.026302193999999997,0.007608487,8.0,8.0
HEKTE,kidney,other,NA',,,,,,,,,,,,,,,,,,,,,,,,
HEL,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
HEL9217,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,M',8.0,,1.616860271,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.452649206,8.0,8.0,0.05918742,0.060053825,6.223293303999999,8.0
HEP3B217,liver,carcinoma,M',8.0,2.34637475,0.20967058800000002,1.1136640309999999,2.339069128,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.847085655,7.646904469,2.40823555,4.14665699,8.0,8.0,8.0,0.071323931,8.0,0.600824634,3.375251055
HEPG2,liver,carcinoma,M',5.555599213,0.189004108,0.022530433,0.550195515,5.1503911019999995,8.0,4.706068516,8.0,8.0,8.0,8.0,8.0,8.0,0.022851815,8.0,2.9630894660000004,8.0,0.428559452,8.0,8.0,0.033924446000000004,0.009877518,2.7740683560000003,0.24894993
HEYA8,ovary,carcinoma,F',8.0,0.16702649,0.08386872,4.445700169,4.591032982,8.0,,,8.0,7.243388652999999,8.0,8.0,8.0,0.6363409760000001,5.352530003,8.0,8.0,0.06718149,8.0,8.0,0.059588835,0.011858938999999999,0.317133546,7.457576275
HGC27,stomach,carcinoma,NA',8.0,8.0,0.19981844699999998,1.1228889229999999,2.365047455,1.7428083419999998,8.0,4.7872967719999995,8.0,8.0,6.536458969,8.0,8.0,8.0,3.306939602,5.460076808999999,5.899519444,0.24132490199999998,8.0,8.0,0.038913742,0.0025,2.308405876,8.0
HH,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',8.0,,0.316189826,7.147410516,8.0,8.0,8.0,1.1518041,8.0,3.383168946,7.278076649,8.0,8.0,8.0,8.0,8.0,8.0,0.147611246,8.0,8.0,0.011629105,0.010450869,8.0,8.0
HK2,kidney,other,NA',,,,,,,,,,,,,,,,,,,,,,,,
HL60,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,F',,,,,,,,,,,,,,,,,,,,,,,,
HLC1,lung,carcinoma,NA',,,,,,,,,,,,,,,,,,,,,,,,
HLE,liver,carcinoma,M',8.0,0.419608593,0.63138473,5.970817566,4.489486217,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.791636586,8.0,8.0,0.15254683800000002,0.11408039199999999,8.0,8.0
HLF,liver,carcinoma,M',8.0,0.261088133,0.233836412,5.347187996000001,3.8191962239999997,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.4830522539999995,8.0,0.39279270200000005,8.0,8.0,0.101539269,0.088366963,6.235446453,8.0
HLFA,lung,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HMC18,breast,carcinoma,F',8.0,0.7041231990000001,0.105055355,3.6626775260000004,4.974802971,8.0,8.0,8.0,8.0,6.195916176,8.0,8.0,8.0,0.036374319,6.2018203739999995,3.805550575,8.0,1.0982041359999999,8.0,8.0,0.18679598,0.005512764,6.624199867000001,0.25436195699999997
HMCB,skin,malignant_melanoma,NA',8.0,0.209313378,0.034340765,1.607622266,0.845837355,8.0,8.0,3.113918066,8.0,7.296435832999999,8.0,3.6072301860000002,4.767848015,5.4778037070000005,7.987290382,5.239208221,7.1812334060000005,0.22705416399999998,8.0,8.0,0.043176685,0.008362735,0.21439661100000001,8.0
HMEL,breast,other,NA',,,,,,,,,,,,,,,,,,,,,,,,
HOS,bone,osteosarcoma,F',8.0,0.283931613,0.13684074599999999,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.5246245270000001,8.0,8.0,0.061951321,0.005664105,8.0,8.0
HPAC,pancreas,carcinoma,F',0.054659581,0.722931325,0.090494916,2.2234477999999998,4.673217773,8.0,8.0,0.454980455,8.0,8.0,8.0,8.0,8.0,0.20901133100000002,3.2183823589999996,3.257027626,7.072412014,0.38243261,1.154282808,3.235832453,0.048536275,0.006082666,2.475223064,2.177905638
HPAFII,pancreas,carcinoma,M',8.0,,0.15163099800000002,8.0,8.0,,8.0,4.848087403,8.0,8.0,0.974941611,8.0,4.22283268,0.566682398,8.0,1.4154356890000002,,0.8601460459999999,8.0,8.0,0.37681099799999995,0.006913234,8.0,3.959347245
HPBALL,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,M',,,,,,,,,,,,,,,,,,,,,,,,
HS172T,urinary_tract,carcinoma,M',,,,,,,,,,,,,,,,,,,,,,,,
HS229T,lung,carcinoma,M',8.0,,0.13832441,3.954421997,6.853686333,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.040815469,0.04487263,3.363966703,8.0
HS255T,large_intestine,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HS274T,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HS281T,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
HS294T,skin,malignant_melanoma,M',8.0,0.324935049,0.22967819899999997,5.729112625,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.668646574,8.0,0.717730522,2.430908442,8.0,0.070828229,0.00757048,2.904636383,8.0
HS343T,breast,carcinoma,F',,,,,,,,,,,,,,,,,,,,,,,,
